movie_title,movie_type,movie_content,movie_img,movie_open_date,movie_rating,movie_runtime,movie_actor,movie_director,movie_country,movie_seq
부산행,"액션, 스릴러","정체불명의 바이러스가 전국으로 확산되고 대한민국 긴급재난경보령이 선포된 가운데,
 열차에 몸을 실은 사람들은 단 하나의 안전한 도시 부산까지
 살아가기 위한 치열한 사투를 벌이게 된다.
 서울에서 부산까지의 거리 442KM
 지키고 싶은, 지켜야만 하는 사람들의 극한의 사투!",부산행.jpg,2020.07.01,8.0,118분,"공유(석우), 정유미(성경), 마동석(상화)",연상호,대한민국,354
검사외전,"범죄, 코미디","진실 앞에 무대뽀! 다혈질 검사, 살인 누명을 쓰고 감옥에 갇히다!
 
 거친 수사 방식으로 유명한 다혈질 검사 ‘변재욱’(황정민).
 취조 중이던 피의자가 변사체로 발견 되면서 살인 혐의로 체포된다.
 꼼짝없이 살인 누명을 쓰게 된 '변재욱'은 결국 15년 형을 받고 수감 된다.
 
 진실 따위 나 몰라라! 허세남발 꽃미남 사기꾼, 반격 작전에 선수로 기용되다!
 
 감옥에서 복수의 칼을 갈던 재욱.
 5년 후, 자신이 누명을 쓰게 된 사건에 대해 알고 있는 허세남발 꽃미남 사기꾼 ‘치원’(강동원)을
 우연히 만나게 되고, 그 순간 감옥 밖 작전을 대행해 줄 선수임을 직감한다.
 검사 노하우를 총 동원, 치원을 무혐의로 내보내고 반격을 준비하는 재욱.
 하지만 자유를 얻은 치원은 재욱에게서 벗어날 기회만 호시탐탐 노리는데…
 
 감옥에 갇힌 검사와 세상 밖으로 나온 사기꾼!
 이들의 예측불허, 반격의 한탕은 성공할 수 있을까?",검사외전.jpg,2016.02.03,7.94,126분,"황정민(변재욱), 강동원(한치원)",이일형,대한민국,355
캡틴 아메리카: 시빌 워,"액션, SF, 스릴러","어벤져스 VS 어벤져스
 분열은 시작되었다!
 
 어벤져스와 관련된 사고로 부수적인 피해가 일어나자
 정부는 어벤져스를 관리하고 감독하는 시스템인 일명 ‘슈퍼히어로 등록제’를 내놓는다.
 어벤져스 내부는 정부의 입장을 지지하는 찬성파(팀 아이언맨)와 이전처럼 정부의 개입 없이
 자유롭게 인류를 보호해야 한다는 반대파(팀 캡틴)로 나뉘어 대립하기 시작하는데...",캡틴 아메리카 시빌 워.jpg,2016.04.27,8.67,147분,"크리스 에반스(스티브 로저스 / 캡틴 아메리카), 로버트 다우니 주니어(토니 스타크 / 아이언맨), 스칼릿 조핸슨(나타샤 로마노프/ 블랙위도우)","안소니 루소, 조 루소",미국,356
밀정,액션,"1920년대 일제강점기.
 조선인 출신 일본경찰 이정출(송강호)은 무장독립운동 단체 의열단의 뒤를 캐라는 특명으로
 의열단의 리더 김우진(공유)에게 접근하고, 한 시대의 양 극단에 서 있는 두 사람은
 서로의 정체와 의도를 알면서도 속내를 감춘 채 가까워진다.
 출처를 알 수 없는 정보가 쌍방간에 새어나가고 누가 밀정인지 알 수 없는 가운데,
 의열단은 일제의 주요 시설을 파괴할 폭탄을 경성으로 들여오기 위해,
 그리고 일본 경찰은 그들을 쫓아 모두 상해에 모인다.
 
 잡아야만 하는 자들과 잡힐 수 없는 자들 사이,
 자신의 목표를 위해 서로를 이용하려는 암투와 회유,
 교란 작전이 숨가쁘게 펼쳐지는 긴장감 속에서
 폭탄을 실은 열차는 국경을 넘어 경성으로 향하는데…",밀정.jpg,2016.09.07,8.45,140분,"송강호(이정출), 공유(김우진)",김지운,대한민국,357
마스터,"액션, 범죄","화려한 언변, 사람을 현혹하는 재능, 정관계를 넘나드는 인맥으로
 수만 명 회원들에게 사기를 치며 승승장구해 온 원네트워크 ‘진회장’(이병헌).
 반년간 그를 추적해 온 지능범죄수사팀장 ‘김재명’(강동원)은
 진회장의 최측근인 ‘박장군’(김우빈)을 압박한다.
 원네트워크 전산실 위치와 진회장의 로비 장부를 넘기라는 것.
 
 뛰어난 프로그래밍 실력과 명석한 두뇌로 원네트워크를 키워 온 브레인 박장군은
 계획에 차질이 생긴 것을 감지하자 빠르게 머리를 굴리기 시작한다.
 진회장은 물론 그의 뒤에 숨은 권력까지 모조리 잡기 위해 포위망을 좁혀가는 재명,
 오히려 이 기회를 틈타 돈도 챙기고 경찰의 압박에서도 벗어날 계획을 세우는 장군.
 하지만 진회장은 간부 중에 배신자가 있음을 눈치채고, 새로운 플랜을 가동하는데…
 
 지능범죄수사대, 희대의 사기범, 그리고 브레인
 서로 속고 속이는 추격이 시작된다!",마스터.jpg,2016.12.21,8.11,143분,"이병헌(진회장), 강동원(김재명), 김우빈(박장군)",조의석,대한민국,358
터널,드라마,"자동차 영업대리점의 과장 정수(하정우),
 큰 계약 건을 앞두고 들뜬 기분으로 집으로 가던 중
 갑자기 무너져 내린 터널 안에 홀로 갇히고 만다.
 눈에 보이는 것은 거대한 콘크리트 잔해뿐.
 그가 가진 것은 78% 남은 배터리의 휴대폰과 생수 두 병, 그리고 딸의 생일 케이크가 전부다.
 
 구조대는 오늘도 터널 안으로 들어오지 못했다.
 
 대형 터널 붕괴 사고 소식에 대한민국이 들썩이고 정부는 긴급하게 사고 대책반을 꾸린다.
 사고 대책반의 구조대장 대경(오달수)은 꽉 막혀버린 터널에 진입하기 위해
 여러 가지 시도를 해보지만 구조는 더디게만 진행된다.
 한편, 정수의 아내 세현(배두나)은 정수가 유일하게 들을 수 있는 라디오를 통해
 남편에게 희망을 전하며 그의 무사생환에 대한 희망을 버리지 않는다.
 지지부진한 구조 작업은 결국 인근 제2터널 완공에 큰 차질을 주게 되고,
 정수의 생존과 구조를 두고 여론이 분열되기 시작한다.",터널.jpg,2016.08.10,8.37,126분,"하정우(정수), 배두나(세현), 오달수(대경)",김성훈,대한민국,359
인천상륙작전,"전쟁, 드라마","1950년 6월 25일 북한의 기습 남침으로 불과 사흘 만에 서울 함락,
 한 달 만에 낙동강 지역을 제외한 한반도 전 지역을 빼앗기게 된 대한민국.
 국제연합군 최고사령관 ‘더글라스 맥아더’(리암 니슨)는 모두의 반대 속 인천상륙작전을 계획한다.
 성공확률 5000:1, 불가능에 가까운 작전.
 이를 가능케 하는 것은 단 하나, 인천으로 가는 길이 확보되어야 하는 것뿐이다.
 
 맥아더의 지시로 대북 첩보작전 ‘X-RAY’에 투입된 해군 첩보부대 대위 ‘장학수’(이정재)는
 북한군으로 위장 잠입해 인천 내 동태를 살피며 정보를 수집하기 시작한다.
 하지만 인천 방어사령관 ‘림계진’(이범수)에 의해 정체가 발각되는 위기에 놓인 가운데
 ‘장학수’와 그의 부대원들은 전세를 바꿀 단 한번의 기회, 단 하루의 작전을 위해
 인천상륙 함대를 유도하는 위험천만한 임무에 나서는데...
 
 역사를 바꾼 비밀 연합작전
 그 시작은 바로 그들이었다!",인천상륙작전.jpg,2016.07.27,8.04,110분,"이정재(장학수), 이범수(림계진), 리암 니슨(맥아더 장군)",이재한,대한민국,360
럭키,코미디,"냉혹한 킬러 형욱(유해진)은 사건 처리 후 우연히 들른
 목욕탕에서 비누를 밟고 넘어져 과거의 기억을 잃게 된다.
 인기도, 삶의 의욕도 없어 죽기로 결심한 무명배우 재성(이준)은 신변 정리를 위해 들른 목욕탕에서
 그런 형욱을 보게 되고, 자신과 그의 목욕탕 키를 바꿔 도망친다.
 
 이후 형욱은 자신이 재성이라고 생각한 채, 배우로 성공하기 위해 노력하는데…
 
 인생에 단 한번 찾아온 초대형 기회! 초특급 반전!
 이것이 LUCK.KEY다!",럭키.jpg,2016.10.13,8.46,112분,"유해진(형욱), 이준(재성), 조윤희(리나)",이계벽,대한민국,361
곡성(哭聲),"미스터리, 스릴러, 드라마","낯선 외지인(쿠니무라 준)이 나타난 후 벌어지는 의문의 연쇄 사건들로 마을이 발칵 뒤집힌다.
 경찰은 집단 야생 버섯 중독으로 잠정적 결론을 내리지만
 모든 사건의 원인이 그 외지인 때문이라는 소문과 의심이 걷잡을 수 없이 퍼져 나간다.
 
 경찰 ‘종구’(곽도원)는 현장을 목격했다는 여인 ‘무명’(천우희)을 만나면서
 외지인에 대한 소문을 확신하기 시작한다.
 딸 ‘효진’(김환희)이 피해자들과 비슷한 증상으로 아파오기 시작하자 다급해진 ‘종구’.
 외지인을 찾아 난동을 부리고, 무속인 ‘일광’(황정민)을 불러들이는데...",곡성(哭聲).jpg,2016.05.12,7.62,156분,"곽도원(종구), 황정민(일광), 쿠니무라 준(외지인)",나홍진,대한민국,362
덕혜옹주,"서사, 드라마","일제는 만 13세의 어린 덕혜옹주를 강제 일본 유학길에 오르게 한다.
 매일같이 고국 땅을 그리워하며 살아가던 덕혜옹주 앞에
 어린 시절 친구로 지냈던 장한(박해일)이 나타나고,
 영친왕 망명작전에 휘말리고 마는데...",덕혜옹주.jpg,2016.08.03,8.35,127분,"손예진(덕혜옹주), 박해일(김장한)",허진호,대한민국,363
닥터 스트레인지,"액션, 모험, 판타지","불의의 사고로 절망에 빠진 천재 외과의사 ‘닥터 스트레인지(베네딕트 컴버배치)’.
 마지막 희망을 걸고 찾아 간 곳에서 ‘에인션트 원(틸다 스윈튼)’을 만나 세상을 구원할 강력한 능력을 얻게 되면서,
 모든 것을 초월한 최강의 히어로로 거듭나는데...",닥터 스트레인지.jpg,2016.10.26,8.72,115분,"베네딕트 컴버배치(닥터 스트레인지), 레이첼 맥아담스(크리스틴 팔머), 틸다 스윈튼(에인션트 원)",스콧 데릭슨,미국,364
주토피아,"애니메이션, 액션, 모험, 코미디, 가족","누구나 살고 싶은 도시 1위, 주토피아
 연쇄 실종 사건 발생!
 “미치도록 잡고 싶었다!”
 
 교양 있고 세련된 라이프 스타일을 주도하는 도시 주토피아.
 이 곳을 단숨에 혼란에 빠트린 연쇄 실종사건이 발생한다!
 주토피아 최초의 토끼 경찰관 주디 홉스는 48시간 안에 사건 해결을 지시 받자
 뻔뻔한 사기꾼 여우 닉 와일드에게 협동 수사를 제안하는데…
 
 스릴 넘치는 추격전의 신세계가 열린다!",주토피아.jpg,2016.02.17,9.36,108분,"지니퍼 굿윈(주디 홉스 목소리), 제이슨 베이트먼(닉 와일드 목소리), 샤키라(가젤 목소리)","바이론 하워드, 리치 무어",미국,365
신비한 동물사전,"판타지, 모험","1926년 뉴욕, ‘검은 존재’가 거리를 쑥대밭으로 만들고 미국의 마법의회 MACUSA의 대통령과 어둠의 마법사를 체포하는 오러의 수장 그레이브스가 이를 추적하는 혼돈 속에 영국의 마법사 뉴트 스캐맨더가 이 곳을 찾는다. 그의 목적은 세계 곳곳에 숨어있는 신비한 동물들을 찾기 위한 것. 여행을 하면서 다양한 크기의 신비한 동물을 구조해 안에 마법의 공간이 있는 가방에 넣어 다니며 보살핀다. 하지만 은행을 지나던 중 금은보화를 좋아하는 신비한 동물인 니플러가 가방 안에서 탈출을 하고 이 일로 전직 오러였던 티나와 노마지 제이콥과 엮이게 된다. 이 사고로 뉴트와 제이콥의 가방이 바뀌면서 신비한 동물들이 대거 탈출을 하고 그들은 동물들을 찾기 위해 뉴욕 곳곳을 누빈다. 한편, ‘검은 존재’의 횡포는 더욱 거세져 결국 인간 사회와 마법 사회를 발칵 뒤집는 사건이 발생하고, 이 모든 것이 뉴트의 소행이라는 오해를 받게 되는데…",신비한 동물사전.jpg,2022.03.23,8.18,132분,"에디 레드메인(뉴트 스캐맨더), 콜린 파렐(퍼시발 그레이브스), 캐서린 워터스턴(티나 골드스틴)",데이빗 예이츠,"영국 , 미국",366
판도라,"드라마, 스릴러","역대 최대 규모의 강진에 이어 원자력 폭발 사고까지
 예고 없이 찾아온 초유의 재난 앞에 한반도는 일대 혼란에 휩싸이고
 믿고 있던 컨트롤 타워마저 사정없이 흔들린다.
 방사능 유출의 공포는 점차 극에 달하고
 최악의 사태를 유발할 2차 폭발의 위험을 막기 위해
 발전소 직원인 ‘재혁’과 그의 동료들은
 목숨 건 사투를 시작하는데…!",판도라.jpg,2016.12.07,8.2,136분,"김남길(재혁), 김주현(연주), 정진영(평섭)",박정우,대한민국,367
아가씨,"스릴러, 드라마","어릴 적 부모를 잃고 후견인 이모부(조진웅)의 엄격한 보호 아래 살아가는 귀족 아가씨(김민희).
 그녀에게 백작이 추천한 새로운 하녀가 찾아온다.
 매일 이모부의 서재에서 책을 읽는 것이 일상의 전부인 외로운 아가씨는
 순박해 보이는 하녀에게 조금씩 의지하기 시작한다.
 
 하지만 하녀의 정체는 유명한 여도둑의 딸로, 장물아비 손에서 자란 소매치기 고아 소녀 숙희(김태리).
 막대한 재산을 상속받게 될 아가씨를 유혹하여 돈을 가로채겠다는 사기꾼 백작(하정우)의 제안을 받고
 아가씨가 백작을 사랑하게 만들기 위해 하녀가 된 것.
 드디어 백작이 등장하고, 백작과 숙희는 자신만의 방식으로 아가씨의 마음을 흔들기 시작하는데…
 
 돈과 마음을 뺏기 위해 서로 속고 속이는
 매혹적인 그들의 이야기가 시작된다!",아가씨.jpg,2016.06.01,7.16,144분,"김민희(히데코), 김태리(숙희), 하정우(백작)",박찬욱,대한민국,368
쿵푸팬더3,"애니메이션, 액션, 모험, 코미디, 가족","어느 날 우연히, 어린 시절 잃어버렸던 진짜 ‘팬더’ 아버지를 만난 ‘포’는 아버지 ‘리’와 함께 팬더들이 어울려 사는 비밀스러운 그 곳, 팬더 마을로 향한다.
 자신 못지 않게 여유와 흥 넘치는 팬더들과 즐거운 시간을 보내는 포.
 하지만 모든 쿵푸 마스터들을 제압하며 전세계를 위협하는 악당 ‘카이’의 등장으로 포는 예상치 못했던 불가능한 도전에 맞닥뜨리게 된다.
 놀기 좋아하고, 먹는 게 행복이며, 덤벙대는 게 특기인 팬더 친구들에게 궁극의 쿵푸를 전수해야 하는 것!
 
 이번엔 쿵푸를 가르쳐야 한다!
 쿵푸 훈련법 마스터에 나선 ‘포’, 팬더 인생 최대의 도전이 시작된다!",쿵푸팬더3.jpg,2016.01.28,8.63,95분,"잭 블랙(포 목소리), 안젤리나 졸리(타이그리스 목소리), 더스틴 호프만(시푸 목소리)","여인영, 알레산드로 칼로니","미국 , 중국",369
라라랜드,"드라마, 뮤지컬, 멜로/로맨스","꿈을 꾸는 사람들을 위한 별들의 도시 ‘라라랜드’.
 재즈 피아니스트 ‘세바스찬’(라이언 고슬링)과 배우 지망생 ‘미아’(엠마 스톤),
 인생에서 가장 빛나는 순간 만난 두 사람은
 미완성인 서로의 무대를 만들어가기 시작한다.",라라랜드.jpg,2020.12.31,8.63,127분,"라이언 고슬링(세바스찬), 엠마 스톤(미아)",데이미언 셔젤,미국,370
귀향,드라마,"1943년, 천진난만한 열네 살 정민(강하나)은 영문도 모른 채 일본군 손에 이끌려 가족의 품을 떠난다.
 정민은 함께 끌려온 영희(서미지), 그리고 수많은 아이들과 함께 기차에 실려 알 수 없는 곳으로 향한다.
 제2차 세계대전, 차디찬 전장 한가운데 버려진 정민과 아이들...
 그곳에서 그들을 맞이한 것은 일본군만 가득한 끔찍한 고통과 아픔의 현장이었다.
 
 일본군 '위안부' 피해자 실화를 바탕으로 한
 우리의 아픈 이야기!",귀향.jpg,2016.02.24,9.16,127분,"강하나(정민), 최리(은경), 손숙(영옥(영희))",조정래,대한민국,371
데드풀,액션,"전직 특수부대 출신의 용병 ‘웨이드 윌슨(라이언 레놀즈)’은 암 치료를 위한 비밀 실험에 참여 후,
 강력한 힐링팩터를 지닌 슈퍼히어로 ‘데드풀’로 거듭난다.
 탁월한 무술실력과 거침없는 유머감각을 지녔지만 흉측하게 일그러진 얼굴을 갖게 된 데드풀은
 자신의 삶을 완전히 망가뜨린 놈들을 찾아 뒤쫓기 시작하는데…",데드풀.jpg,2016.02.17,8.21,106분,라이언 레이놀즈(웨이드 윌슨 / 데드풀),팀 밀러,미국,372
나우 유 씨 미 2,"범죄, 액션","3년 전, 전세계를 무대로 한 통쾌하고 짜릿한
 완전범죄 매직쇼로 세계를 발칵 뒤집어 놓은 그들이 돌아왔다!
 
 마술사기단은 더 강력해진 적에 의해 전세계 팬들이 보는 앞에서 함정에 빠지게 되고
 세상의 모든 컴퓨터를 컨트롤할 수 있는 카드를 훔쳐야 하는 절체절명의 위기에 빠진다.
 불가능한 마술로 명예 회복에 나선 마술사기단!
 
 보고도 믿을 수 없는 완전범죄 매직쇼가 시작된다!",나우 유 씨 미 2.jpg,2016.07.13,8.31,129분,"제시 아이젠버그(J. 다니엘 아틀라스), 마크 러팔로(딜런 로즈), 우디 해럴슨(메리트 맥키니)",존 추,미국,373
형,"코미디, 드라마","유도 국가대표 고두영(도경수)은 경기 도중 불의의 사고를 당하게 되고
 이 소식을 들은 사기전과 10범의 형 고두식(조정석)은 눈물의 석방 사기극을 펼친다!
 
 “형은 개뿔, 제발 내 인생에서 꺼져!”
 형이 돌아오고 인생이 더 깜깜해졌다!
 
 하루 아침에 앞이 깜깜해진 동생을 핑계로 1년간 보호자 자격으로 가석방 된 두식!.
 15년동안 단 한번도 연락이 없던 뻔뻔한 형이 집으로 돌아오고
 보호자 노릇은커녕 ‘두영’의 삶을 더 엉망진창으로 만드는데….
 
 남보다 못한 형제의 예측불허 동거가 시작된다!",형.jpg,2016.11.23,8.37,110분,"조정석(고두식), 도경수(고두영), 박신혜(이수현)",권수경,대한민국,374
엑스맨: 아포칼립스,"액션, 모험, 판타지, SF","“강한 자만이 살아남을 것이다” 아포칼립스
 고대부터 신으로 숭배 받아왔던 최초의 돌연변이 아포칼립스가
 수천 년간 무덤에 잠들어 있다가 1983년 이집트에서 깨어난다.
 타락한 문명에 분노한 아포칼립스는 절망에 잠긴 매그니토를 비롯하여,
 스톰, 사일록, 아크엔젤에게 보다 강력한 힘을 주며 자신의 수하 ‘포 호스맨’으로 삼는다.
 그리고 인류를 멸망시키고 새로운 세상을 건설하여 강한 자들만의 세상을 만들려고 한다.
 
 “지켜야 한다” 엑스맨
 한편, 프로페서 X는 어린 돌연변이들을 위한 영재학교를 설립해
 인간과의 평화로운 공존과 희망을 찾을 수 있도록 가르친다.
 아직은 스스로 능력을 통제하지 못하는 진 그레이를 통해
 아포칼립스가 초래한 인류의 멸망을 예견하게 된 프로페서 X는 미스틱과 함께 젊은 돌연변이들로 이뤄진 엑스맨을 결성한다.
 아포칼립스를 막기 위해 사상 최대의 전쟁에 나서게 된 그들.
 도저히 막을 수 없는 적과 싸워야만 하는데…
 
 인류의 운명을 건 마지막 전쟁! 당신의 엑스맨은 지금부터 시작이다!",엑스맨 아포칼립스.jpg,2016.05.25,8.19,143분,"제임스 맥어보이(찰스 자비에 교수 / 프로페서 X), 마이클 패스벤더(에릭 렌셔 / 마그네토), 제니퍼 로렌스(레이븐 다크홀름 / 미스틱)",브라이언 싱어,미국,375
미스 페레그린과 이상한 아이들의 집,"판타지, 미스터리","할아버지의 죽음의 단서를 쫒던 ‘제이크’ 는 시간의 문을 통과해 놀라운 비밀과 마주한다.
 시간을 조정하는 능력을 가진 ‘미스 페레그린’ 과 그녀의 보호아래 무한 반복되는 하루를 사는 ‘특별한 능력의 아이들’,
 그리고 그들을 사냥하는 보이지 않는 무서운 적 ‘할로게스트’
 미스 페레그린과 제이크를 비롯한 아이들은 살아남기 위해 ‘할로게스트’ 에 맞서야 한다.
 
 시간과 공간을 넘나들며 펼쳐지는 이들의 대결이 팀버튼의 마법같은 상상력으로 펼쳐진다.",미스 페레그린과 이상한 아이들의 집.jpg,2016.09.28,8.46,127분,"에바 그린(페레그린), 에이사 버터필드(제이크), 사무엘 L. 잭슨(바론)",팀 버튼,미국,376
제이슨 본,"액션, 스릴러","모든 자취를 숨기고 사라졌던 제이슨 본, 그는 되찾은 기억 외에
 과거를 둘러싼 또 다른 음모가 있다는 것을 알게 되고
 마침내 CIA 앞에 자신의 존재를 드러내게 되는데…
 가장 완벽하고 가장 치명적인 무기 ‘제이슨 본’
 이제 모든 것이 그에게 달렸다",제이슨 본.jpg,2016.07.27,8.4,123분,"맷 데이먼(제이슨 본), 알리시아 비칸데르(헤더 리), 뱅상 카셀",폴 그린그래스,미국,377
도리를 찾아서,"애니메이션, 모험, 코미디, 가족","니모를 함께 찾으면서 베스트 프렌드가 된 도리와 말린은
 우여곡절 끝에 다시 고향으로 돌아가 평화로운 일상을 보내고 있다.
 
 모태 건망증 도리가 ‘기억’이라는 것을 하기 전까지!
 
 도리는 깊은 기억 속에 숨어 있던 가족의 존재를 떠올리고
 니모와 말린과 함께 가족을 찾아 대책 없는 어드벤쳐를 떠나게 되는데…
 
 깊은 바다도 막을 수 없는 스펙터클한 어드벤쳐가 펼쳐진다!",도리를 찾아서.jpg,2016.07.06,8.53,97분,"엘런 드제너러스(도리 목소리), 앨버트 브룩스(말린 목소리), 에드 오닐(행크 목소리)",앤드류 스탠튼,미국,378
아수라,"범죄, 액션","강력계 형사 한도경(정우성)은 이권과 성공을 위해 각종 범죄를 저지르는
 악덕시장 박성배(황정민)의 뒷일을 처리해주는 대가로 돈을 받는다. 악에 계속 노출되는 사이,
 말기 암 환자인 아내의 병원비를 핑계로 돈 되는 건 뭐든 하는 악인의 길로 들어서게 된 한도경.
 그의 약점을 쥔 독종 검사 김차인(곽도원)과 검찰수사관 도창학(정만식)은
 그를 협박하고 이용해 박성배의 비리와 범죄 혐의를 캐려 한다.
 각자의 이익과 목적을 위해 한도경의 목을 짓누르는 검찰과 박성배.
 그 사이 태풍의 눈처럼 되어 버린 한도경은, 자신을 친형처럼 따르는 후배 형사 문선모(주지훈)를
 박성배의 수하로 들여보내고, 살아남기 위해 혈안이 된 나쁜 놈들 사이에서 서로 물지 않으면 물리는 지옥도가 펼쳐진다.",아수라.jpg,2016.09.28,7.0,132분,"정우성(한도경), 황정민(박성배), 주지훈(문선모)",김성수,대한민국,379
정글북,"모험, 드라마","늑대에게 키워진 ‘인간의 아이’ 모글리는 정글의 무법자 쉬어칸의 위협을 받고 유일한 안식처였던 정글이
 더 이상 그에게 허락되지 않는 위험한 장소가 된 것을 깨닫고,
 모두의 생존을 위해 정글을 떠나야만 한다.
 정글을 떠나는 여정은 끝없는 위협으로 가득 차 있고,
 쉬어칸 역시 그를 바짝 쫓는데…",정글북.jpg,2016.06.09,8.45,106분,"닐 세티(모글리), 빌 머레이(발루 목소리), 스칼릿 조핸슨(카아 목소리)",존 파브로,미국,380
마이펫의 이중생활,"애니메이션, 코미디, 가족","평화로운 나날을 보내던 주인바라기 ‘맥스’.
 어느 날, 자신의 집에 입양견 ‘듀크’가 굴러들어오고
 ‘맥스’는 ‘듀크’와 원치 않는 동거를 시작하게 된다.
 간식, 밥그릇, 침대, 주인의 사랑까지 빼앗긴 ‘맥스’의 일상은 금이 가기 시작하고
 급기야 ‘듀크’ 때문에 뉴욕 한복판을 헤매는 사건이 벌어지는데...
 
 [제18회 부천국제애니메이션페스티벌]",마이펫의 이중생활.jpg,2016.08.03,8.57,90분,"루이스 C.K.(맥스 목소리), 에릭 스톤스트릿(듀크 목소리), 케빈 하트(스노우볼 목소리)",크리스 리노드,미국,381
배트맨 대 슈퍼맨: 저스티스의 시작,"액션, 모험, 판타지, SF","슈퍼맨과 조드 장군의 격렬한 전투 이후 메트로폴리스는 파괴되었고 슈퍼맨은 세계 최고 논쟁의 인물이 되어버린다.
 한편 배트맨은 그 동안 타락했던 많은 자들처럼 슈퍼맨 역시 언젠가 타락을 할 것이라 생각하며 사회에서 가장 위험한 존재로 여긴다.
 세계의 미래를 위해 무모하고 제어할 수 없는 힘을 가진 슈퍼맨으로 인해 벌어졌던 일들을 바로 잡으려 하는데…",배트맨 대 슈퍼맨 저스티스의 시작.jpg,2016.03.24,6.86,151분,"헨리 카빌(클락 켄트 / 슈퍼맨), 벤 애플렉(브루스 웨인 / 배트맨), 에이미 아담스(로이스 레인)",잭 스나이더,미국,382
굿바이 싱글,"코미디, 드라마","대한민국 대표 독거스타의 임신 스캔들!
 이번엔 제대로 사고쳤다!
 
 온갖 찌라시와 스캔들의 주인공인 톱스타 ‘주연’(김혜수)
 그러나 점차 내려가는 인기와 남자친구의 공개적 배신에 충격을 받고,
 영원한 내 편을 만들기 위해 대책 없는 계획에 돌입하게 되는데!
 
 대표 독거스타의 임신 발표는 전국민 스캔들로 일이 커지고,
 ‘주연’(김혜수)의 불알친구이자 스타일리스트인 ‘평구’(마동석)와 소속사 식구들이 안절부절하며 뒷수습에 동분서주 하는데…
 
 통제불능 여배우! 그녀의 무모한 계획은 계속 될까?!",굿바이 싱글.jpg,2016.06.29,8.1,119분,"김혜수(주연), 마동석(평구), 김현수(단지)",김태곤,대한민국,383
봉이 김선달,"코미디, 모험","천재적 지략과 당대 최고의 뻔뻔함! 두둑한 배포에 수려한 외모까지 갖춘 희대의 천재사기꾼 김선달(유승호). 신출귀몰, 나타났다 하면 전설을 만들어 내는 김선달은 늘 인생 최고의 판을 기다린다.
 그는 위장 전문 보원(고창석), 복채 강탈 전문 윤보살(라미란), 사기 꿈나무 견이(시우민)과 함께 온갖 기상천외한 사기 행각을 벌이며 조선 최고의 사기패로 조선 팔도에서 명성을 떨친다.
 조선에서 가장 비싼 값에 거래된다는 담파고(담배) 탈취라는 새로운 판을 준비하던 그들은, 그 배후에 당대 최고의 권력가 성대련(조재현)이 있음을 알게 되고, 그를 속이기 위해 ‘주인 없는 대동강’을 미끼로 인생 최대의 판을 꾸미게 되는데…
 조선 팔도를 뒤흔든 대동강 사기 한 판!
 올 여름을 여는 초대형 사기극이 시작된다!",봉이 김선달.jpg,2016.07.06,7.72,121분,"유승호(김인홍), 조재현(성대련), 고창석(보원)",박대민,대한민국,384
레버넌트: 죽음에서 돌아온 자,"모험, 드라마","서부 개척시대 이전인 19세기 아메리카 대륙, 사냥꾼인 휴 글래스(레오나르도 디카프리오)는 아들 호크를 데리고 동료들과 함께 사냥하던 중 회색곰에게 습격 당해 사지가 찢긴다. 비정한 동료 존 피츠 제럴드(톰 하디)는 아직 살아 있는 휴를 죽이려 하고, 아들 호크가 이에 저항하자 호크 마저 죽인 채 숨이 붙어 있는 휴를 땅에 묻고 떠난다. 눈 앞에서 하나뿐인 아들의 죽음을 목격한 휴는 처절한 복수를 위해 부상 입은 몸으로 존의 뒤를 쫓기 시작하는데….",레버넌트 죽음에서 돌아온 자.jpg,2016.01.14,7.88,156분,"레오나르도 디카프리오(휴 글래스), 톰 하디(존 피츠 제럴드), 도널 글리슨(앤드류 헨리)",알레한드로 곤잘레스 이냐리투,미국,385
컨저링 2,공포,"1977년 영국 엔필드. 엄마 페기와 네 남매가 살고 있는 가족의 집에 정체를 알 수 없는 존재가 나타난다. 일명 폴터가이스트 유령. 벽을 두드리는 소리, 사악한 목소리, 유령은 밤마다 가구와 물건들, 심지어 아이들까지 공중에 띄우는 등 기이한 일들을 일으킨다. 결국 교회의 요청을 받은 워렌 부부가 영국 엔필드의 집을 찾아가 사건을 조사한다. 그러나 워렌 부부는 그 집에서 예상보다 더욱 엄청난 상대를 만나게 되고, 워렌 부부의 목숨까지 위협받는데…",컨저링 2.jpg,2016.06.09,8.23,134분,"베라 파미가(로레인), 패트릭 윌슨(에드), 프란카 포텐테(애니타)",제임스 완,미국,386
수어사이드 스쿼드,액션,"정부는 특수 미션을 수행하기 위해 가장 뛰어난 능력을 가진 슈퍼 악당들을 선택해 특별 사면을 대가로 자살 특공대인 '수어사이드 스쿼드 팀'에 합류시킨다. 그러나 멤버 중 한 명에 빙의한 마녀 인챈트리스가 지구를 멸망시키려 하고, 애인인 할리 퀸을 찾으려 조커가 움직이자 그를 잡으려 배트맨까지 나타나 혼란의 상황을 빚는다.",수어사이드 스쿼드.jpg,2016.08.03,6.96,122분,"윌 스미스(플로이드 로턴 / 데드샷), 자레드 레토(조커), 마고 로비(할린 퀸젤 / 할리퀸)",데이비드 에이어,"미국 , 캐나다",387
